"X.1","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
135710,6463,"Maybe Marco Rubio DID Take Votes From Donald Trump https://t.co/MvaTOC5kXP via @streiffredstate",FALSE,0,NA,"2016-02-02 21:10:45",FALSE,NA,694629048153182208,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","streiffredstate",0,FALSE,FALSE,NA,NA
59274,2823,"RT @HuffPostPol: Kareem Abdul-Jabbar says Donald Trump's ideas are ""illegal and immoral"" https://t.co/lO6f5eB1Ix https://t.co/asn3eIGpNH",FALSE,0,NA,"2016-02-07 21:41:44",FALSE,NA,696448783513739264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hupsel",56,TRUE,FALSE,NA,NA
60882,2900,"RT @jenstatsky: I'm worried people are letting Donald Trump get away with saying all these insane things just because he's so fucking hot.",FALSE,0,NA,"2016-02-09 00:03:15",FALSE,NA,696846786112188416,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcmillkay",614,TRUE,FALSE,NA,NA
200559,9551,"RT @RollingStone: Watch Stephen Colbert savor Donald Trump's Iowa caucus defeat https://t.co/PZgcqoNf62 https://t.co/W2INdhf5rD",FALSE,0,NA,"2016-02-04 03:24:26",FALSE,NA,695085476852559872,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Skrillahead_",75,TRUE,FALSE,NA,NA
2562,122,"RT @realjackgillies: Carson: Trump is winning because 'people are easily persuadable' &amp; are part of the ‘sound bite society’
https://t.co/N…",FALSE,0,NA,"2016-02-17 22:30:28",FALSE,NA,700084928524869632,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maebe1955",5,TRUE,FALSE,NA,NA
277049,77049,"#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/QZb4Q45zWx",FALSE,0,NA,"2016-01-26 03:35:04",FALSE,NA,691826661331976192,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","klansmen4trump",0,FALSE,FALSE,NA,NA
183095,8719,"@LindaSuhler Donald Trump is no Ronald Reagan",FALSE,0,"LindaSuhler","2016-02-13 23:16:38",FALSE,698643258184966144,698646993049161728,347627434,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","search9286",0,FALSE,FALSE,NA,NA
261638,61638,"It still boggles my mind that people actually take Donald Trump seriously and think he's the answer to solving America's issues",FALSE,14,NA,"2016-01-26 05:59:42",FALSE,NA,691863058524827648,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ethansdolphins",0,FALSE,FALSE,NA,NA
71356,3398,"RT @SCForTedCruz: Israel: Trump Is Not Welcome
https://t.co/lQaqerDQ8q
#SCPrimary #SCPrimary2016 #SouthCarolina #Trump2016 #TedCruz #Christ…",FALSE,0,NA,"2016-02-15 22:01:44",FALSE,NA,699352921406889984,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Israel_News_INA",33,TRUE,FALSE,NA,NA
170530,8121,"#RealDonaldTrump will save us: https://t.co/cSpSIMH5W9 https://t.co/cxvVhnKkkG",FALSE,0,NA,"2016-02-06 22:47:17",FALSE,NA,696102894744039424,NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","klansmen4trump",0,FALSE,FALSE,NA,NA
133954,6379,"RT @ChillHaylen: Donald Trump.....<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> https://t.co/dfWb9HGCzx",FALSE,0,NA,"2016-02-15 21:42:51",FALSE,NA,699348170439057408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_DannyHogan",1854,TRUE,FALSE,NA,NA
73681,3509,"RT @tinatbh: very sad to hear about donald trump. nothing happened to him i’m just sad to hear about him",FALSE,0,NA,"2016-02-07 21:33:01",FALSE,NA,696446590068756480,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HenjaDoll",968,TRUE,FALSE,NA,NA
26756,1275,"RT @lifeaseva: Like for Donald trump, retweet for this jar of recycled air. https://t.co/AtigTreYFN",FALSE,0,NA,"2016-01-30 20:06:22",FALSE,NA,693525681322508288,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annagracewhite_",8643,TRUE,FALSE,NA,NA
78361,3732,"RT @ESQPolitics: Incredibly strong Donald Trump cancels all campaign events due to snow: https://t.co/XrylEQE6Sz https://t.co/UUSYSDbHWx",FALSE,0,NA,"2016-02-05 21:26:32",FALSE,NA,695720183109939200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nikluk",24,TRUE,FALSE,NA,NA
194007,9239,"RT @CauseWereGuys: The true identity of Donald Trump has been revealed https://t.co/tSt1JdP87Z",FALSE,0,NA,"2016-02-05 20:14:40",FALSE,NA,695702099661873152,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SMAC_X",849,TRUE,FALSE,NA,NA
30854,1470,"RT @JudiLoera: JOIN TEAM TRUMP: PART OF A MOVEMENT TO TAKE BACK OUR COUNTRY! Donald J. Trump (Vine by @DanScavino) https://t.co/IEcrFKDjLS",FALSE,0,NA,"2016-02-07 00:19:02",FALSE,NA,696125984945340416,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kessmom22",12,TRUE,FALSE,NA,NA
268602,68602,"RT @yunghoezz: My 9 year old brother started crying because he was so scared what Donald trump would do to our family, I hate y'all https:/…",FALSE,0,NA,"2016-01-26 04:52:41",FALSE,NA,691846193383632896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elihu909",222,TRUE,FALSE,NA,NA
242945,42945,"RT @politicoalex: Just days before iowa votes, the anti-trump cavalry has arrived with former top romney aide spending real $ https://t.co/…",FALSE,0,NA,"2016-01-26 13:16:53",FALSE,NA,691973080206278656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HotlineJosh",11,TRUE,FALSE,NA,NA
13580,647,"Your Evening Briefing: Here’s what you need to know at the end of the day. https://t.co/SXIAyhiK9f",FALSE,0,NA,"2016-02-10 23:46:19",FALSE,NA,697567300652695552,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","StefanoAgresti3",0,FALSE,FALSE,NA,NA
168196,8010,"RT @MrPooni: Reminder that Donald Trump genuinely believes sexual assault is an inevitable side effect of prolonged human contact https://t…",FALSE,0,NA,"2016-02-09 21:20:41",FALSE,NA,697168265492172800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adremartins",3416,TRUE,FALSE,NA,NA
273109,73109,"RT @RyanAbe: A message from Donald Trump https://t.co/jf1YfZ1uQk",FALSE,0,NA,"2016-01-26 04:06:26",FALSE,NA,691834554290683904,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meghanarata",793,TRUE,FALSE,NA,NA
90353,4303,"RT @realDonaldTrump: We are going to have a big event at the Verizon Wireless Arena in Manchester, New Hampshire! 5K+! Join us tomorrow: ht…",FALSE,0,NA,"2016-02-07 21:23:59",FALSE,NA,696444320442781696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MooreAnthonyJ",958,TRUE,FALSE,NA,NA
92685,4414,"@solomongrundy6
DT Jr.clarifies DT views..
Donald Trump jr used to Wish Every Guy Was Gay | https://t.co/ROyyoxlvLL https://t.co/NG1z7YPe2P",FALSE,0,"solomongrundy6","2016-02-08 23:49:41",FALSE,NA,696843373001375744,570387863,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","ilovepirates_2",1,FALSE,FALSE,NA,NA
115077,5480,"@Lynn_Rose1 Trump's health care policies are not all over the place. They remain as written https://t.co/07xAl16BoQ
@xwingdma @huitecouture",FALSE,0,"Lynn_Rose1","2016-02-13 23:54:38",FALSE,698656173738819584,698656556364255232,1409617458,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CSteven",0,FALSE,FALSE,NA,NA
286771,86771,"RT @ShadowTodd: ""The economy is suffering, people are hungry. People want a man of the people, not Donald Trump,"" she just said.",FALSE,0,NA,"2016-01-26 02:20:46",FALSE,NA,691807965859418112,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Red_Ed88",11,TRUE,FALSE,NA,NA
93968,4475,"Zedd Says He'll Leave America If Donald Trump Becomes President: He isn't the only artist getting political th... https://t.co/bAvvDgVuWF",FALSE,0,NA,"2016-02-10 23:19:48",FALSE,NA,697560628248969216,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","queqqu",0,FALSE,FALSE,NA,NA
4964,237,"RT @Curt__Burt: Very sad to hear about Donald Trump. Nothing happened to him I'm just sad to hear about him",FALSE,0,NA,"2016-02-02 21:47:08",FALSE,NA,694638206185271296,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","datchicknaika",4975,TRUE,FALSE,NA,NA
235040,35040,"RT @thei100: That time Donald Trump gave out a rival presidential candidate's phone number https://t.co/LhK0eq0K5a https://t.co/IgSWo2bwR7",FALSE,0,NA,"2016-01-26 14:27:32",FALSE,NA,691990858975940608,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Apipwhisperer",12,TRUE,FALSE,NA,NA
161861,7708,"RT @Johnatsrs1949: Live Stream: Donald Trump Holds Rally in Manchester, NH (2-8-16) 7:00 PM https://t.co/xrTrPLJy4J https://t.co/wQ9C41AHBl",FALSE,0,NA,"2016-02-08 23:17:10",FALSE,NA,696835190614843392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rosegra21103351",16,TRUE,FALSE,NA,NA
181004,8620,"RT @SomeDudeRJ: Me: I love pineapples 

Donald Trump: I love pineapples

Me: https://t.co/bLqi7C0SjU",FALSE,0,NA,"2016-02-07 20:35:48",FALSE,NA,696432194475159552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sodaysiaa",13179,TRUE,FALSE,NA,NA
134956,6427,"RT @MazinAlMuhandis: Why do I remember #Al #Bundy every time I see #Donald #Trump?! And why do I remember #Peggy #Bundy every time I look a…",FALSE,0,NA,"2016-02-09 21:35:22",FALSE,NA,697171958207741952,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tali_bauer",11,TRUE,FALSE,NA,NA
113740,5417,"#Our Man in Iowa: Donald Trump Stirs the Pot, Again - https://t.co/cq4dVxdAGZ",FALSE,0,NA,"2016-01-30 19:34:55",FALSE,NA,693517767409045504,NA,"<a href=""https://www.soccer.com"" rel=""nofollow"">BeresfordKathy</a>","BeresfordKathy",0,FALSE,FALSE,NA,NA
89059,4241,"RT @DiamondandSilk: The Debate: Donald Trump took Command of Puppet Jeb and Ted  while their Puppet Masters Watched
 https://t.co/5NhB8ZnJw…",FALSE,0,NA,"2016-02-15 01:28:26",FALSE,NA,699042552872353792,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rufuspatch1",161,TRUE,FALSE,NA,NA
174019,8287,"RT @KoopaTyrant: WHO DO /YOU/ WANT FOR PRESIDENT?

RT FOR ME, BOWSER KOOPA, ACTUAL LORD OF DARKNESS.

FAV FOR DONALD TRUMP. http://t.co/A35…",FALSE,0,NA,"2016-02-08 23:12:05",FALSE,NA,696833911943524352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoronaAnime",4379,TRUE,FALSE,NA,NA
285479,85479,"RT @EdBaker3000: Exclusive — Jeff Sessions: ‘Clarity of Donald Trump’s Position’ on Trade Is ‘Right’ as Americans Lose Jobs Overseas https:…",FALSE,0,NA,"2016-01-26 02:35:30",FALSE,NA,691811673766793216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marymac41",5,TRUE,FALSE,NA,NA
21816,1039,"RT @CjMarkcum: I hate donald trump, but if he came out to mac millers song one time thatd be pretty hype lol",FALSE,0,NA,"2016-02-15 02:20:56",FALSE,NA,699055764061581312,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoseCasanova_",3,TRUE,FALSE,NA,NA
34464,1642,"RT @stanstarterpack: Donald Trump Stans https://t.co/GLtqge14AV",FALSE,0,NA,"2016-01-29 22:02:25",FALSE,NA,693192500144549888,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","90sputa",3588,TRUE,FALSE,NA,NA
42024,2002,"RT @nytimes: What do you think is the biggest media story right now?
""Donald Trump."" — @jimrutenberg https://t.co/WHgRHZKYLN",FALSE,0,NA,"2016-01-26 18:52:46",FALSE,NA,692057611227766784,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","USA_TopNews",38,TRUE,FALSE,NA,NA
61294,2919,"Trump Deletes Bloomberg from His Friends List - The relationship between the two New York-based billionaires go... https://t.co/GM3xWCpcJm",FALSE,0,NA,"2016-02-13 00:37:04",FALSE,NA,698304847507034112,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","KeithRoan",0,FALSE,FALSE,NA,NA
296477,96477,"RT @WSJ: Trump on Bloomberg: “We used to be friends. I guess we’re not friends anymore.”
https://t.co/v4JC5FB0yV",FALSE,0,NA,"2016-01-26 00:49:28",FALSE,NA,691784985817260032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lisam02184",61,TRUE,FALSE,NA,NA
84569,4028,"RT @esquire: Donald Trump spokesperson Katrina Pierson defends calling Obama 'Head Negro' https://t.co/wGdomu7uQP https://t.co/okYH0y4Uvi",FALSE,0,NA,"2016-01-29 21:45:01",FALSE,NA,693188120913707008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","777sjr",46,TRUE,FALSE,NA,NA
93967,4475,"RT @ForQ2: @realDonaldTrump donald trump mocking the disabled! Is there anything more disgusting &amp; shameful? https://t.co/zxX07n29yI",FALSE,0,NA,"2016-02-09 21:51:49",FALSE,NA,697176097247649792,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fools2234",13,TRUE,FALSE,NA,NA
285626,85626,"Trump vows to end J1 visa programme if elected - RTE.ie https://t.co/qtVPsntReT",FALSE,0,NA,"2016-01-26 02:33:42",FALSE,NA,691811217376198656,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","J1WorkTravelUSA",0,FALSE,FALSE,NA,NA
65844,3136,"RT @blakehounshell: NEWS: GOP strategist Cheri Jacobus threatens to sue @realDonaldTrump https://t.co/NwqyZx0Ofy",FALSE,0,NA,"2016-02-04 21:29:23",FALSE,NA,695358514940637184,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Neewsy",32,TRUE,FALSE,NA,NA
101876,4852,"RT @eonline: Adele denies Donald Trump permission to use her music in his campaign: https://t.co/4e66ZiYtqa https://t.co/EDSpnQnaYG",FALSE,0,NA,"2016-02-04 20:52:03",FALSE,NA,695349119938789376,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rasmalaii__",1202,TRUE,FALSE,NA,NA
251605,51605,"RT @Wolfrum: I'm sorry, but Obama lost me when he made Sarah Palin's kid beat his GF &amp; then made conservatives fall in love with Donald Tru…",FALSE,0,NA,"2016-01-26 10:31:23",FALSE,NA,691931432458022912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheVeritable",18,TRUE,FALSE,NA,NA
213959,13959,"RT @dcexaminer: JUST IN: Donald Trump wins Jerry Falwell Jr.'s endorsement https://t.co/Uif22LkHsQ https://t.co/mIQfE8Cfp5",FALSE,0,NA,"2016-01-26 17:15:59",FALSE,NA,692033252933144576,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bobbyhochu",17,TRUE,FALSE,NA,NA
294766,94766,"RT @turnt_bb8: Presidential Election 2016
RT for BB-8
Like for Donald Trump
#BB82016 https://t.co/7MvtjC4Gx9",FALSE,0,NA,"2016-01-26 01:02:01",FALSE,NA,691788146514776064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordanfelann",347,TRUE,FALSE,NA,NA
75040,3574,"RT @greywarens: who would be a better president?
rt for leia organa
fav for donald trump https://t.co/DeZr2d6ScB",FALSE,0,NA,"2016-02-05 21:28:25",FALSE,NA,695720658311979008,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","skiamakhos",608,TRUE,FALSE,NA,NA
296903,96903,"RT @JonnyMcNarwhal: Trump! At The Donald

""What a shame the poor groom's bride is an illegal mexican immigrant."" https://t.co/n8WdVBWx9E",FALSE,0,NA,"2016-01-26 00:46:44",FALSE,NA,691784298878341120,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mukeherbinko",96,TRUE,FALSE,NA,NA
262239,62239,"I liked a @YouTube video https://t.co/OAQOEj2Pdl Donald Trump Erotic Fan Fiction Goes Viral",FALSE,0,NA,"2016-01-26 05:51:19",FALSE,NA,691860951298109440,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","SQXEAK",0,FALSE,FALSE,NA,NA
146169,6961,"Donald Trump For President  https://t.co/0XuAfwyZyf",FALSE,0,NA,"2016-02-04 20:12:34",FALSE,NA,695339181279571968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DerekAndonian",0,FALSE,FALSE,NA,NA
101867,4851,"Donald Trump Just Made an Anchor Baby Joke to Ask Jorge Ramos for an Interview https://t.co/x9WSJcfYe9. #DumpTrump  He's so embarrassing.",FALSE,1,NA,"2016-02-14 00:01:07",FALSE,NA,698658188858527744,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bookmadre",0,FALSE,FALSE,NA,NA
255940,55940,"#Why SNL Cant Quit Darrell Hammond, Its Best Donald Trump Impersonator - https://t.co/HCIzpTNc45 https://t.co/soMOqhgjki",FALSE,0,NA,"2016-01-26 07:58:59",FALSE,NA,691893080409165824,NA,"<a href=""http://www.soccer.com"" rel=""nofollow"">BostockRita</a>","BostockRita",0,FALSE,FALSE,NA,NA
78688,3748,"RT @Eating: RT if you think this mozzarella stick would be a better president than Donald Trump. https://t.co/xwXui5MeYr",FALSE,0,NA,"2016-02-05 21:26:20",FALSE,NA,695720134900453376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dardar_bailey",149610,TRUE,FALSE,NA,NA
175559,8360,"Donald Trump And Martin Shkreli Are 100% Doppelgangers And I Never Realized It Until… https://t.co/jnKLB1MPZk https://t.co/RSKuHswnfC",FALSE,0,NA,"2016-02-16 22:03:06",FALSE,NA,699715655340154880,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","CutThroatCmdyHr",0,FALSE,FALSE,NA,NA
69874,3328,"RT @LindaSuhler: IOWA loves Trump!  The crowd is waiting for Donald Trump's arrival in Dubuque, IA!
#IACaucus
#Trump2016
https://t.co/3OjaJ…",FALSE,0,NA,"2016-01-30 19:49:23",FALSE,NA,693521407335096320,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","bobbyhochu",52,TRUE,FALSE,NA,NA
153114,7292,"RT @Ricky_Vaughn99: 'I'm a disabled veteran. Donald Trump brought tears to my eyes. He knows we fought hard."" https://t.co/I43Ij7wr7W",FALSE,0,NA,"2016-01-31 19:55:50",FALSE,NA,693885417859321856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SMW5683",600,TRUE,FALSE,NA,NA
233573,33573,"RT @Seamus_the_Bold: I'm not good at politics – I keep confusing Hillary Clinton and Donald Trump. :(",FALSE,0,NA,"2016-01-26 14:38:32",FALSE,NA,691993630211309568,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SassyTexasGal",13,TRUE,FALSE,NA,NA
250319,50319,"Donald Trump's Campaign Goes Full Racist, Calls Obama A ""Half-Breed Negro"" https://t.co/Qt23JUuumA",FALSE,0,NA,"2016-01-26 11:10:19",FALSE,NA,691941230826102784,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","twitface27",0,FALSE,FALSE,NA,NA
95605,4553,"Clear leaders in N.H. polls https://t.co/5yeNJNlcG8",FALSE,0,NA,"2016-02-08 23:48:38",FALSE,NA,696843106667225088,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","chinok4real",0,FALSE,FALSE,NA,NA
184256,8775,"RT @diagonlarry: and when donald trump claimed obama wasn't a real citizen so obama did this in front of everybody https://t.co/z7AgD21qDX",FALSE,0,NA,"2016-02-02 20:53:33",FALSE,NA,694624718775685120,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavishlyShai",9396,TRUE,FALSE,NA,NA
107051,5098,"RT @chrisye5123: Donald Trump takes N.H. by storm @CNNPolitics https://t.co/XFR6TISiFQ",FALSE,0,NA,"2016-02-09 21:47:23",FALSE,NA,697174981474676736,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dollfinish",25,TRUE,FALSE,NA,NA
178512,8501,"RT @realDonaldTrump: We are going to have a big event at the Verizon Wireless Arena in Manchester, New Hampshire! 5K+! Join us tomorrow: ht…",FALSE,0,NA,"2016-02-07 20:37:17",FALSE,NA,696432565734023168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewCope3",961,TRUE,FALSE,NA,NA
197165,9389,"TRUMP: Antonin Scalia was 'one of the best of all time' https://t.co/ZBjWAqVMlA",FALSE,0,NA,"2016-02-13 23:09:28",FALSE,NA,698645191612354560,NA,"<a href=""http://www.businessinsider.com"" rel=""nofollow"">Business Insider</a>","BI_Lawandorder",0,FALSE,FALSE,NA,NA
83860,3994,"RT @mathusekh: Is anyone else genuinely afraid that Donald trump might win the presidential election.",FALSE,0,NA,"2016-02-04 06:07:10",FALSE,NA,695126431681089536,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","laurie_wct_",2,TRUE,FALSE,NA,NA
54371,2590,"RT @rossr122: Candidate Donald Trump is Exposing the Entire Sordid and Corrupt Political Media Scheme.... https://t.co/RJ5czurMHg via @thel…",FALSE,0,NA,"2016-01-29 21:54:42",FALSE,NA,693190559662522368,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DivineMoments",13,TRUE,FALSE,NA,NA
130945,6236,"RT @TIME: Bush defends Obama mosque visit from Rubio, Trump criticism https://t.co/19AAGH7cMw",FALSE,0,NA,"2016-02-04 20:25:55",FALSE,NA,695342543639195648,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TravisDJonesTX",54,TRUE,FALSE,NA,NA
1120,54,"Donald Trump faces new test: Will people vote for a loser? https://t.co/8mf99xuoDL via @Mashable #TECH #CBPR https://t.co/1sm5ik0v2j",FALSE,0,NA,"2016-02-02 11:35:54",FALSE,NA,694484384947183616,NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","celiablack",0,FALSE,FALSE,NA,NA
204380,9733,"and the website of the week is... Why Donald Trump when you can Trump Donald? https://t.co/NoOGxot1BO  https://t.co/fj7xBOXxiQ #TrumpDonald",FALSE,0,NA,"2016-02-04 19:15:43",FALSE,NA,695324876194856960,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StePozzebon",0,FALSE,FALSE,NA,NA
63400,3020,"RT @Eating: RT if you think this mozzarella stick would be a better president than Donald Trump. https://t.co/xwXui5MeYr",FALSE,0,NA,"2016-02-12 00:40:11",FALSE,NA,697943246442463232,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","assilemgerrit",158687,TRUE,FALSE,NA,NA
257400,57400,"The Donald Trump Deception: 17 reasons he’s a domineering, big government crony https://t.co/OHgb9bUxiF",FALSE,0,NA,"2016-01-26 07:24:21",FALSE,NA,691884365022887936,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1NationunderGd",0,FALSE,FALSE,NA,NA
104349,4969,"RT @BuzzFeed: An island in Canada is accepting Americans if Donald Trump is elected https://t.co/asQL58gyWi https://t.co/Fy9mJBRbRy",FALSE,0,NA,"2016-02-17 22:11:13",FALSE,NA,700080083734818816,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","coyleWERDZ",863,TRUE,FALSE,NA,NA
194829,9278,"RT @realDonaldTrump: We are going to have a big event at the Verizon Wireless Arena in Manchester, New Hampshire! 5K+! Join us tomorrow: ht…",FALSE,0,NA,"2016-02-07 20:29:03",FALSE,NA,696430493831708672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kittycatbaty",963,TRUE,FALSE,NA,NA
109716,5225,"RT @JimMerrillNH: TONIGHT:  Final WMUR/CNN survey of #nhpolitics shows @marcorubio in sole possession of 2nd at 17%. https://t.co/3jZdKOhGPW",FALSE,0,NA,"2016-02-08 23:42:28",FALSE,NA,696841556809093120,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jgclowser",17,TRUE,FALSE,NA,NA
94654,4508,"RT @FearInSociety: Who will win?

RT for this piece of grass

LIKE for Donald Trump https://t.co/XqcrlrsFh3",FALSE,0,NA,"2016-02-02 21:23:23",FALSE,NA,694632228656148480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeanMcCleery96",3120,TRUE,FALSE,NA,NA
122096,5815,"RT @Eating: RT if you think this mozzarella stick would be a better president than Donald Trump. https://t.co/xwXui5MeYr",FALSE,0,NA,"2016-02-06 23:24:43",FALSE,NA,696112314894807040,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NiaCollison",151679,TRUE,FALSE,NA,NA
247297,47297,"Hillary Clinton and Donald Trump maintain national leads in new poll: https://t.co/4CI0YeWtZV https://t.co/Kx115H9vBu",FALSE,37,NA,"2016-01-26 12:10:21",FALSE,NA,691956339501715456,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TODAYshow",39,FALSE,FALSE,NA,NA
163708,7796,"On Donald Trump's remarks regarding police brutality at last night's debate: ""The idea that cops en masse are… https://t.co/JyBS2iEiar",FALSE,0,NA,"2016-02-07 20:45:04",FALSE,NA,696434526759727104,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","freedomforthwin",0,FALSE,FALSE,NA,NA
208441,9926,"Small Viking, while playing Legos: ""Donald Trump is gross.""

He's 4 and he knows.",FALSE,5,NA,"2016-02-12 23:21:39",FALSE,NA,698285867790520320,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GracieG",2,FALSE,FALSE,NA,NA
